goods_code	supplementary_unit	description
61023090	NAR	number of items
61029010	NAR	number of items
61029090	NAR	number of items
61031010	NAR	number of items
61031090	NAR	number of items
61032200	NAR	number of items
61032300	NAR	number of items
61032900	NAR	number of items
61033100	NAR	number of items
61033200	NAR	number of items
61033300	NAR	number of items
61033900	NAR	number of items
61034100	NAR	number of items
61034200	NAR	number of items
61034300	NAR	number of items
61034900	NAR	number of items
61041300	NAR	number of items
61041920	NAR	number of items
61041990	NAR	number of items
61042200	NAR	number of items
61042300	NAR	number of items
61042910	NAR	number of items
61042990	NAR	number of items
61043100	NAR	number of items
61043200	NAR	number of items
61043300	NAR	number of items
61043900	NAR	number of items
61044100	NAR	number of items
61044200	NAR	number of items
61044300	NAR	number of items
61044400	NAR	number of items
61044900	NAR	number of items
61045100	NAR	number of items
61045200	NAR	number of items
61045300	NAR	number of items
61045900	NAR	number of items
61046100	NAR	number of items
61046200	NAR	number of items
61046300	NAR	number of items
61046900	NAR	number of items
61051000	NAR	number of items
61052010	NAR	number of items
61052090	NAR	number of items
61059010	NAR	number of items
61059090	NAR	number of items
61061000	NAR	number of items
61062000	NAR	number of items
61069010	NAR	number of items
61069030	NAR	number of items
61069050	NAR	number of items
61069090	NAR	number of items
61071100	NAR	number of items
61071200	NAR	number of items
61071900	NAR	number of items
61072100	NAR	number of items
61072200	NAR	number of items
61072900	NAR	number of items
61079100	NAR	number of items
61079900	NAR	number of items
61081100	NAR	number of items
61081900	NAR	number of items
61082100	NAR	number of items
61082200	NAR	number of items
61082900	NAR	number of items
61083100	NAR	number of items
61083200	NAR	number of items
61083900	NAR	number of items
61089100	NAR	number of items
61089200	NAR	number of items
61089900	NAR	number of items
61091000	NAR	number of items
61099020	NAR	number of items
61099090	NAR	number of items
61101110	NAR	number of items
61101130	NAR	number of items
61101190	NAR	number of items
61101210	NAR	number of items
61101290	NAR	number of items
61101910	NAR	number of items
61101990	NAR	number of items
61102010	NAR	number of items
61102091	NAR	number of items
61102099	NAR	number of items
61103010	NAR	number of items
61103091	NAR	number of items
61103099	NAR	number of items
61109010	NAR	number of items
61109090	NAR	number of items
61112010	NPR	number of pairs
61113010	NPR	number of pairs
61119011	NPR	number of pairs
61121100	NAR	number of items
61121200	NAR	number of items
61121900	NAR	number of items
61123110	NAR	number of items
61123190	NAR	number of items
61123910	NAR	number of items
61123990	NAR	number of items
61124110	NAR	number of items
61124190	NAR	number of items
61124910	NAR	number of items
61124990	NAR	number of items
61151010	NPR	number of pairs
61152100	NAR	number of items
61152200	NAR	number of items
61152900	NAR	number of items
61153011	NPR	number of pairs
61153019	NPR	number of pairs
61153090	NPR	number of pairs
61159400	NPR	number of pairs
61159500	NPR	number of pairs
61159610	NPR	number of pairs
61159691	NPR	number of pairs
61159699	NPR	number of pairs
61159900	NPR	number of pairs
61161020	NPR	number of pairs
61161080	NPR	number of pairs
61169100	NPR	number of pairs
61169200	NPR	number of pairs
61169300	NPR	number of pairs
61169900	NPR	number of pairs
62011100	NAR	number of items
62011210	NAR	number of items
62011290	NAR	number of items
62011310	NAR	number of items
62011390	NAR	number of items
62011900	NAR	number of items
62019100	NAR	number of items
62019200	NAR	number of items
62019300	NAR	number of items
62019900	NAR	number of items
62021100	NAR	number of items
62021210	NAR	number of items
62021290	NAR	number of items
62021310	NAR	number of items
62021390	NAR	number of items
62021900	NAR	number of items
62029100	NAR	number of items
62029200	NAR	number of items
62029300	NAR	number of items
62029900	NAR	number of items
62031100	NAR	number of items
62031200	NAR	number of items
62031910	NAR	number of items
62031930	NAR	number of items
62031990	NAR	number of items
62032210	NAR	number of items
62032280	NAR	number of items
62032310	NAR	number of items
62032380	NAR	number of items
62032911	NAR	number of items
62032918	NAR	number of items
62032930	NAR	number of items
62032990	NAR	number of items
62033100	NAR	number of items
62033210	NAR	number of items
62033290	NAR	number of items
62033310	NAR	number of items
62033390	NAR	number of items
62033911	NAR	number of items
62033919	NAR	number of items
62033990	NAR	number of items
62034110	NAR	number of items
62034130	NAR	number of items
62034190	NAR	number of items
62034211	NAR	number of items
62034231	NAR	number of items
62034233	NAR	number of items
62034235	NAR	number of items
62034251	NAR	number of items
62034259	NAR	number of items
62034290	NAR	number of items
62034311	NAR	number of items
62034319	NAR	number of items
62034331	NAR	number of items
62034339	NAR	number of items
62034390	NAR	number of items
62034911	NAR	number of items
62034919	NAR	number of items
62034931	NAR	number of items
62034939	NAR	number of items
62034950	NAR	number of items
62034990	NAR	number of items
62041100	NAR	number of items
62041200	NAR	number of items
62041300	NAR	number of items
62041910	NAR	number of items
62041990	NAR	number of items
62042100	NAR	number of items
62042210	NAR	number of items
62042280	NAR	number of items
62042310	NAR	number of items
62042380	NAR	number of items
62042911	NAR	number of items
62042918	NAR	number of items
62042990	NAR	number of items
62043100	NAR	number of items
62043210	NAR	number of items
62043290	NAR	number of items
62043310	NAR	number of items
62043390	NAR	number of items
62043911	NAR	number of items
62043919	NAR	number of items
62043990	NAR	number of items
62044100	NAR	number of items
62044200	NAR	number of items
62044300	NAR	number of items
62044400	NAR	number of items
62044910	NAR	number of items
62044990	NAR	number of items
62045100	NAR	number of items
62045200	NAR	number of items
62045300	NAR	number of items
62045910	NAR	number of items
62045990	NAR	number of items
62046110	NAR	number of items
62046185	NAR	number of items
62046211	NAR	number of items
62046231	NAR	number of items
62046233	NAR	number of items
62046239	NAR	number of items
62046251	NAR	number of items
62046259	NAR	number of items
62046290	NAR	number of items
62046311	NAR	number of items
62046318	NAR	number of items
62046331	NAR	number of items
62046339	NAR	number of items
62046390	NAR	number of items
62046911	NAR	number of items
62046918	NAR	number of items
62046931	NAR	number of items
62046939	NAR	number of items
62046950	NAR	number of items
62046990	NAR	number of items
62052000	NAR	number of items
62053000	NAR	number of items
62059010	NAR	number of items
62059080	NAR	number of items
62061000	NAR	number of items
62062000	NAR	number of items
62063000	NAR	number of items
62064000	NAR	number of items
62069010	NAR	number of items
62069090	NAR	number of items
62071100	NAR	number of items
62071900	NAR	number of items
62072100	NAR	number of items
62072200	NAR	number of items
62072900	NAR	number of items
62081100	NAR	number of items
62081900	NAR	number of items
62082100	NAR	number of items
62082200	NAR	number of items
62082900	NAR	number of items
62102000	NAR	number of items
62103000	NAR	number of items
62111100	NAR	number of items
62111200	NAR	number of items
62112000	NAR	number of items
62113231	NAR	number of items
62113241	NAR	number of items
62113242	NAR	number of items
62113331	NAR	number of items
62113341	NAR	number of items
62113342	NAR	number of items
62114231	NAR	number of items
62114241	NAR	number of items
62114242	NAR	number of items
62114331	NAR	number of items
62114341	NAR	number of items
62114342	NAR	number of items
62121010	NAR	number of items
62121090	NAR	number of items
62122000	NAR	number of items
62123000	NAR	number of items
62132000	NAR	number of items
62139000	NAR	number of items
62141000	NAR	number of items
62142000	NAR	number of items
62143000	NAR	number of items
62144000	NAR	number of items
62149000	NAR	number of items
62151000	NAR	number of items
62152000	NAR	number of items
62159000	NAR	number of items
62160000	NPR	number of pairs
63011000	NAR	number of items
63012010	NAR	number of items
63012090	NAR	number of items
63013010	NAR	number of items
63013090	NAR	number of items
63014010	NAR	number of items
63014090	NAR	number of items
63019010	NAR	number of items
63019090	NAR	number of items
63031200	MTK	square meter
63031900	MTK	square meter
63039100	MTK	square meter
63039210	MTK	square meter
63039290	MTK	square meter
63039910	MTK	square meter
63039990	MTK	square meter
63041100	NAR	number of items
63041910	NAR	number of items
63041930	NAR	number of items
63041990	NAR	number of items
63042000	NAR	number of items
63064000	NAR	number of items
63079093	NAR	number of items
63079095	NAR	number of items
64011000	NPR	number of pairs
64019210	NPR	number of pairs
64019290	NPR	number of pairs
64019900	NPR	number of pairs
64021210	NPR	number of pairs
64021290	NPR	number of pairs
64021900	NPR	number of pairs
64022000	NPR	number of pairs
64029110	NPR	number of pairs
64029190	NPR	number of pairs
64029905	NPR	number of pairs
64029910	NPR	number of pairs
64029931	NPR	number of pairs
64029939	NPR	number of pairs
64029950	NPR	number of pairs
64029991	NPR	number of pairs
64029993	NPR	number of pairs
64029996	NPR	number of pairs
64029998	NPR	number of pairs
64031200	NPR	number of pairs
64031900	NPR	number of pairs
64032000	NPR	number of pairs
64034000	NPR	number of pairs
64035105	NPR	number of pairs
64035111	NPR	number of pairs
64035115	NPR	number of pairs
64035119	NPR	number of pairs
64035191	NPR	number of pairs
64035195	NPR	number of pairs
64035199	NPR	number of pairs
64035905	NPR	number of pairs
64035911	NPR	number of pairs
64035931	NPR	number of pairs
64035935	NPR	number of pairs
64035939	NPR	number of pairs
64035950	NPR	number of pairs
64035991	NPR	number of pairs
64035995	NPR	number of pairs
64035999	NPR	number of pairs
64039105	NPR	number of pairs
64039111	NPR	number of pairs
64039113	NPR	number of pairs
64039116	NPR	number of pairs
64039118	NPR	number of pairs
64039191	NPR	number of pairs
64039193	NPR	number of pairs
64039196	NPR	number of pairs
64039198	NPR	number of pairs
64039905	NPR	number of pairs
64039911	NPR	number of pairs
64039931	NPR	number of pairs
64039933	NPR	number of pairs
64039936	NPR	number of pairs
64039938	NPR	number of pairs
64039950	NPR	number of pairs
64039991	NPR	number of pairs
64039993	NPR	number of pairs
64039996	NPR	number of pairs
64039998	NPR	number of pairs
64041100	NPR	number of pairs
64041910	NPR	number of pairs
64041990	NPR	number of pairs
64042010	NPR	number of pairs
64042090	NPR	number of pairs
64051000	NPR	number of pairs
64052010	NPR	number of pairs
64052091	NPR	number of pairs
64052099	NPR	number of pairs
64059010	NPR	number of pairs
64059090	NPR	number of pairs
64069030	NPR	number of pairs
65010000	NAR	number of items
65020000	NAR	number of items
65040000	NAR	number of items
65050010	NAR	number of items
65050030	NAR	number of items
65061010	NAR	number of items
65061080	NAR	number of items
65069100	NAR	number of items
65069910	NAR	number of items
65069990	NAR	number of items
66011000	NAR	number of items
66019100	NAR	number of items
66019920	NAR	number of items
66019990	NAR	number of items
68071000	MTK	square meter
68091100	MTK	square meter
68091900	MTK	square meter
69041000	NAR	number of items
69051000	NAR	number of items
69072100	MTK	square meter
69072200	MTK	square meter
69072300	MTK	square meter
69073000	MTK	square meter
69074000	MTK	square meter
70031210	MTK	square meter
70031291	MTK	square meter
70031299	MTK	square meter
70031910	MTK	square meter
70031990	MTK	square meter
70032000	MTK	square meter
70042010	MTK	square meter
70042091	MTK	square meter
70042099	MTK	square meter
70049010	MTK	square meter
70049080	MTK	square meter
70051005	MTK	square meter
70051025	MTK	square meter
70051030	MTK	square meter
70051080	MTK	square meter
70052125	MTK	square meter
70052130	MTK	square meter
70052180	MTK	square meter
70052925	MTK	square meter
70052935	MTK	square meter
70052980	MTK	square meter
70053000	MTK	square meter
70071910	MTK	square meter
70071920	MTK	square meter
70071980	MTK	square meter
70072900	MTK	square meter
70080020	MTK	square meter
70080081	MTK	square meter
70080089	MTK	square meter
70091000	NAR	number of items
70101000	NAR	number of items
70109010	NAR	number of items
70109021	NAR	number of items
70109031	NAR	number of items
70109041	NAR	number of items
70109043	NAR	number of items
70109045	NAR	number of items
70109047	NAR	number of items
70109051	NAR	number of items
70109053	NAR	number of items
70109055	NAR	number of items
70109057	NAR	number of items
70109061	NAR	number of items
70109067	NAR	number of items
70109071	NAR	number of items
70109079	NAR	number of items
70109091	NAR	number of items
70109099	NAR	number of items
70131000	NAR	number of items
70132210	NAR	number of items
70132290	NAR	number of items
70132810	NAR	number of items
70132890	NAR	number of items
70133311	NAR	number of items
70133319	NAR	number of items
70133391	NAR	number of items
70133399	NAR	number of items
70133710	NAR	number of items
70133751	NAR	number of items
70133759	NAR	number of items
70133791	NAR	number of items
70133799	NAR	number of items
70134110	NAR	number of items
70134190	NAR	number of items
70134200	NAR	number of items
70134910	NAR	number of items
70134991	NAR	number of items
70134999	NAR	number of items
70139110	NAR	number of items
70139190	NAR	number of items
70139900	NAR	number of items
70169010	MTK	square meter
71011000	GRM	gram
71012100	GRM	gram
71012200	GRM	gram
71021000	CTM	carats
71022100	CTM	carats
71022900	CTM	carats
71023100	CTM	carats
71023900	CTM	carats
71039100	GRM	gram
71039900	GRM	gram
71041000	GRM	gram
71042010	GRM	gram
71042090	GRM	gram
71049010	GRM	gram
71049090	GRM	gram
71051000	GRM	gram
71059000	GRM	gram
71061000	GRM	gram
71069100	GRM	gram
71069200	GRM	gram
71081100	GRM	gram
71081200	GRM	gram
71081310	GRM	gram
71081380	GRM	gram
71082000	GRM	gram
71101100	GRM	gram
71101910	GRM	gram
71101980	GRM	gram
71102100	GRM	gram
71102900	GRM	gram
71103100	GRM	gram
71103900	GRM	gram
71104100	GRM	gram
71104900	GRM	gram
71131100	GRM	gram
71131900	GRM	gram
71141100	GRM	gram
71141900	GRM	gram
71161000	GRM	gram
71162011	GRM	gram
71162080	GRM	gram
71181000	GRM	gram
71189000	GRM	gram
73083000	NAR	number of items
73110011	NAR	number of items
73110013	NAR	number of items
73110019	NAR	number of items
73110030	NAR	number of items
73211110	NAR	number of items
73211190	NAR	number of items
73211200	NAR	number of items
73211900	NAR	number of items
73218100	NAR	number of items
73218200	NAR	number of items
73218900	NAR	number of items
73242100	NAR	number of items
73242900	NAR	number of items
76101000	NAR	number of items
76129020	NAR	number of items
82011000	NAR	number of items
82015000	NAR	number of items
82121010	NAR	number of items
82121090	NAR	number of items
82122000	MIL	1 000 items
84013000	GFI	gram of fissile isotopes
84071000	NAR	number of items
84072110	NAR	number of items
84072191	NAR	number of items
84072199	NAR	number of items
84072900	NAR	number of items
84073100	NAR	number of items
84073210	NAR	number of items
84073290	NAR	number of items
84073320	NAR	number of items
84073380	NAR	number of items
84073410	NAR	number of items
84073430	NAR	number of items
84073491	NAR	number of items
84073499	NAR	number of items
84079010	NAR	number of items
84079050	NAR	number of items
84079080	NAR	number of items
84079090	NAR	number of items
84081011	NAR	number of items
84081019	NAR	number of items
84081023	NAR	number of items
84081027	NAR	number of items
84081031	NAR	number of items
84081039	NAR	number of items
84081041	NAR	number of items
84081049	NAR	number of items
84081051	NAR	number of items
84081059	NAR	number of items
84081061	NAR	number of items
84081069	NAR	number of items
84081071	NAR	number of items
84081079	NAR	number of items
84081081	NAR	number of items
84081089	NAR	number of items
84081091	NAR	number of items
84081099	NAR	number of items
84082010	NAR	number of items
84082031	NAR	number of items
84082035	NAR	number of items
84082037	NAR	number of items
84082051	NAR	number of items
84082055	NAR	number of items
84082057	NAR	number of items
84082099	NAR	number of items
84089021	NAR	number of items
84089027	NAR	number of items
84089041	NAR	number of items
84089043	NAR	number of items
84089045	NAR	number of items
84089047	NAR	number of items
84089061	NAR	number of items
84089065	NAR	number of items
84089067	NAR	number of items
84089081	NAR	number of items
84089085	NAR	number of items
84089089	NAR	number of items
84111100	NAR	number of items
84111210	NAR	number of items
84111230	NAR	number of items
84111280	NAR	number of items
84112100	NAR	number of items
84112220	NAR	number of items
84112280	NAR	number of items
84118100	NAR	number of items
84118220	NAR	number of items
84118260	NAR	number of items
84118280	NAR	number of items
84121000	NAR	number of items
84131100	NAR	number of items
84131900	NAR	number of items
84132000	NAR	number of items
84133020	NAR	number of items
84133080	NAR	number of items
84134000	NAR	number of items
84135040	NAR	number of items
84135061	NAR	number of items
84135069	NAR	number of items
84135080	NAR	number of items
84136031	NAR	number of items
84136039	NAR	number of items
84136061	NAR	number of items
84136069	NAR	number of items
84136070	NAR	number of items
84136080	NAR	number of items
84137021	NAR	number of items
84137029	NAR	number of items
84137030	NAR	number of items
84137035	NAR	number of items
84137045	NAR	number of items
84137051	NAR	number of items
84137059	NAR	number of items
84137065	NAR	number of items
84137075	NAR	number of items
84137081	NAR	number of items
84137089	NAR	number of items
84138100	NAR	number of items
84138200	NAR	number of items
84141015	NAR	number of items
84141025	NAR	number of items
84141081	NAR	number of items
84141089	NAR	number of items
84142020	NAR	number of items
84142080	NAR	number of items
84143020	NAR	number of items
84143081	NAR	number of items
84143089	NAR	number of items
84144010	NAR	number of items
84144090	NAR	number of items
84145100	NAR	number of items
84145915	NAR	number of items
84145925	NAR	number of items
84145935	NAR	number of items
84145995	NAR	number of items
84146000	NAR	number of items
84148011	NAR	number of items
84148019	NAR	number of items
84148022	NAR	number of items
84148028	NAR	number of items
84148051	NAR	number of items
84148059	NAR	number of items
84148073	NAR	number of items
84148075	NAR	number of items
84148078	NAR	number of items
84148080	NAR	number of items
84161010	NAR	number of items
84161090	NAR	number of items
84162010	NAR	number of items
84162020	NAR	number of items
84178030	NAR	number of items
84178050	NAR	number of items
84181020	NAR	number of items
84181080	NAR	number of items
84182110	NAR	number of items
84182151	NAR	number of items
84182159	NAR	number of items
84182191	NAR	number of items
84182199	NAR	number of items
84182900	NAR	number of items
84183020	NAR	number of items
84183080	NAR	number of items
84184020	NAR	number of items
84184080	NAR	number of items
84185011	NAR	number of items
84185019	NAR	number of items
84185090	NAR	number of items
84211200	NAR	number of items
84221100	NAR	number of items
84221900	NAR	number of items
84231010	NAR	number of items
84231090	NAR	number of items
84232010	NAR	number of items
84232090	NAR	number of items
84233010	NAR	number of items
84233090	NAR	number of items
84238121	NAR	number of items
84238123	NAR	number of items
84238125	NAR	number of items
84238129	NAR	number of items
84238180	NAR	number of items
84238220	NAR	number of items
84238281	NAR	number of items
84238289	NAR	number of items
84238920	NAR	number of items
84238980	NAR	number of items
84243001	NAR	number of items
84243008	NAR	number of items
84244100	NAR	number of items
84244910	NAR	number of items
84244990	NAR	number of items
84251100	NAR	number of items
84251900	NAR	number of items
84253100	NAR	number of items
84253900	NAR	number of items
84254100	NAR	number of items
84254200	NAR	number of items
84254900	NAR	number of items
84269110	NAR	number of items
84271010	NAR	number of items
84271090	NAR	number of items
84272011	NAR	number of items
84272019	NAR	number of items
84272090	NAR	number of items
84279000	NAR	number of items
84291100	NAR	number of items
84291900	NAR	number of items
84292000	NAR	number of items
84293000	NAR	number of items
84294010	NAR	number of items
84294030	NAR	number of items
84294090	NAR	number of items
84295110	NAR	number of items
84295191	NAR	number of items
84295199	NAR	number of items
84295210	NAR	number of items
84295290	NAR	number of items
84295900	NAR	number of items
84301000	NAR	number of items
84302000	NAR	number of items
84306100	NAR	number of items
84321000	NAR	number of items
84322100	NAR	number of items
84322910	NAR	number of items
84322930	NAR	number of items
84322950	NAR	number of items
84322990	NAR	number of items
84323100	NAR	number of items
84323911	NAR	number of items
84323919	NAR	number of items
84323990	NAR	number of items
84324100	NAR	number of items
84324200	NAR	number of items
84331110	NAR	number of items
84331151	NAR	number of items
84331159	NAR	number of items
84331190	NAR	number of items
84331910	NAR	number of items
84331951	NAR	number of items
84331959	NAR	number of items
84331970	NAR	number of items
84331990	NAR	number of items
84332010	NAR	number of items
84332050	NAR	number of items
84332090	NAR	number of items
84333000	NAR	number of items
84334000	NAR	number of items
84335100	NAR	number of items
84335200	NAR	number of items
84335310	NAR	number of items
84335330	NAR	number of items
84335390	NAR	number of items
84335911	NAR	number of items
84335919	NAR	number of items
84335985	NAR	number of items
84368010	NAR	number of items
84371000	NAR	number of items
84423000	NAR	number of items
84431100	NAR	number of items
84431200	NAR	number of items
84431310	NAR	number of items
84431332	NAR	number of items
84431334	NAR	number of items
84431338	NAR	number of items
84431390	NAR	number of items
84431400	NAR	number of items
84431500	NAR	number of items
84431600	NAR	number of items
84431700	NAR	number of items
84431920	NAR	number of items
84431940	NAR	number of items
84431970	NAR	number of items
84433100	NAR	number of items
84433210	NAR	number of items
84433280	NAR	number of items
84433900	NAR	number of items
84440010	NAR	number of items
84440090	NAR	number of items
84451100	NAR	number of items
84451200	NAR	number of items
84451300	NAR	number of items
84451900	NAR	number of items
84452000	NAR	number of items
84453000	NAR	number of items
84454000	NAR	number of items
84459000	NAR	number of items
84461000	NAR	number of items
84462100	NAR	number of items
84462900	NAR	number of items
84463000	NAR	number of items
84471100	NAR	number of items
84471200	NAR	number of items
84472020	NAR	number of items
84472080	NAR	number of items
84479000	NAR	number of items
84501111	NAR	number of items
84501119	NAR	number of items
84501190	NAR	number of items
84501200	NAR	number of items
84501900	NAR	number of items
84502000	NAR	number of items
84513000	NAR	number of items
84521011	NAR	number of items
84521019	NAR	number of items
84521090	NAR	number of items
84522100	NAR	number of items
84522900	NAR	number of items
84523000	MIL	1 000 items
84561110	NAR	number of items
84561190	NAR	number of items
84561210	NAR	number of items
84561290	NAR	number of items
84562000	NAR	number of items
84563011	NAR	number of items
84563019	NAR	number of items
84563090	NAR	number of items
84564000	NAR	number of items
84565000	NAR	number of items
84569000	NAR	number of items
84571010	NAR	number of items
84571090	NAR	number of items
84572000	NAR	number of items
84573010	NAR	number of items
84573090	NAR	number of items
84581120	NAR	number of items
84581141	NAR	number of items
84581149	NAR	number of items
84581180	NAR	number of items
84581900	NAR	number of items
84589120	NAR	number of items
84589180	NAR	number of items
84589900	NAR	number of items
84591000	NAR	number of items
84592100	NAR	number of items
84592900	NAR	number of items
84593100	NAR	number of items
84593900	NAR	number of items
84594100	NAR	number of items
84594900	NAR	number of items
84595100	NAR	number of items
84595900	NAR	number of items
84596110	NAR	number of items
84596190	NAR	number of items
84596910	NAR	number of items
84596990	NAR	number of items
84597000	NAR	number of items
84601200	NAR	number of items
84601900	NAR	number of items
84602200	NAR	number of items
84602300	NAR	number of items
84602400	NAR	number of items
84602910	NAR	number of items
84602990	NAR	number of items
84603100	NAR	number of items
84603900	NAR	number of items
84604010	NAR	number of items
84604090	NAR	number of items
84609000	NAR	number of items
84612000	NAR	number of items
84613010	NAR	number of items
84613090	NAR	number of items
84614011	NAR	number of items
84614019	NAR	number of items
84614031	NAR	number of items
84614039	NAR	number of items
84614071	NAR	number of items
84614079	NAR	number of items
84614090	NAR	number of items
84615011	NAR	number of items
84615019	NAR	number of items
84615090	NAR	number of items
84619000	NAR	number of items
84621010	NAR	number of items
84621090	NAR	number of items
84622110	NAR	number of items
84622180	NAR	number of items
84622910	NAR	number of items
84622991	NAR	number of items
84622998	NAR	number of items
84623100	NAR	number of items
84623910	NAR	number of items
84623991	NAR	number of items
84623999	NAR	number of items
84624110	NAR	number of items
84624190	NAR	number of items
84624910	NAR	number of items
84624990	NAR	number of items
84629120	NAR	number of items
84629180	NAR	number of items
84629920	NAR	number of items
84629980	NAR	number of items
84631010	NAR	number of items
84631090	NAR	number of items
84632000	NAR	number of items
84633000	NAR	number of items
84639000	NAR	number of items
84641000	NAR	number of items
84642011	NAR	number of items
84651010	NAR	number of items
84651090	NAR	number of items
84652000	NAR	number of items
84659110	NAR	number of items
84659120	NAR	number of items
84659190	NAR	number of items
84659200	NAR	number of items
84659300	NAR	number of items
84659400	NAR	number of items
84659500	NAR	number of items
84659600	NAR	number of items
84659900	NAR	number of items
84672110	NAR	number of items
84672191	NAR	number of items
84672199	NAR	number of items
84672210	NAR	number of items
84672230	NAR	number of items
84672290	NAR	number of items
84672920	NAR	number of items
84672951	NAR	number of items
84672953	NAR	number of items
84672959	NAR	number of items
84672970	NAR	number of items
84672980	NAR	number of items
84672985	NAR	number of items
84678100	NAR	number of items
84701000	NAR	number of items
84702100	NAR	number of items
84702900	NAR	number of items
84703000	NAR	number of items
84705000	NAR	number of items
84709000	NAR	number of items
84713000	NAR	number of items
84714100	NAR	number of items
84714900	NAR	number of items
84715000	NAR	number of items
84716060	NAR	number of items
84716070	NAR	number of items
84717020	NAR	number of items
84717030	NAR	number of items
84717050	NAR	number of items
84717070	NAR	number of items
84717080	NAR	number of items
84717098	NAR	number of items
84718000	NAR	number of items
84719000	NAR	number of items
84721000	NAR	number of items
84723000	NAR	number of items
84729010	NAR	number of items
84762100	NAR	number of items
84762900	NAR	number of items
84768100	NAR	number of items
84768910	NAR	number of items
84768990	NAR	number of items
84771000	NAR	number of items
84772000	NAR	number of items
84773000	NAR	number of items
84774000	NAR	number of items
84775100	NAR	number of items
84775910	NAR	number of items
84775980	NAR	number of items
84778011	NAR	number of items
84778019	NAR	number of items
84778091	NAR	number of items
84778093	NAR	number of items
84778095	NAR	number of items
84794000	NAR	number of items
84871010	NAR	number of items
84871090	NAR	number of items
85011010	NAR	number of items
85011091	NAR	number of items
85011093	NAR	number of items
85011099	NAR	number of items
85012000	NAR	number of items
85013100	NAR	number of items
85013200	NAR	number of items
85013300	NAR	number of items
85013400	NAR	number of items
85014020	NAR	number of items
85014080	NAR	number of items
85015100	NAR	number of items
85015220	NAR	number of items
85015230	NAR	number of items
85015290	NAR	number of items
85015350	NAR	number of items
85015381	NAR	number of items
85015394	NAR	number of items
85015399	NAR	number of items
85016120	NAR	number of items
85016180	NAR	number of items
85016200	NAR	number of items
85016300	NAR	number of items
85016400	NAR	number of items
85021120	NAR	number of items
85021180	NAR	number of items
85021200	NAR	number of items
85021320	NAR	number of items
85021340	NAR	number of items
85021380	NAR	number of items
85022020	NAR	number of items
85022040	NAR	number of items
85022060	NAR	number of items
85022080	NAR	number of items
85023100	NAR	number of items
85023920	NAR	number of items
85023980	NAR	number of items
85024000	NAR	number of items
85041020	NAR	number of items
85041080	NAR	number of items
85042100	NAR	number of items
85042210	NAR	number of items
85042290	NAR	number of items
85042300	NAR	number of items
85043121	NAR	number of items
85043129	NAR	number of items
85043180	NAR	number of items
85043200	NAR	number of items
85043300	NAR	number of items
85043400	NAR	number of items
85044030	NAR	number of items
85044055	NAR	number of items
85061011	NAR	number of items
85061018	NAR	number of items
85061091	NAR	number of items
85061098	NAR	number of items
85063000	NAR	number of items
85064000	NAR	number of items
85065010	NAR	number of items
85065030	NAR	number of items
85065090	NAR	number of items
85066000	NAR	number of items
85068005	NAR	number of items
85068080	NAR	number of items
85071020	NAR	number of items
85071080	NAR	number of items
85072020	NCL	number of cells
85072080	NCL	number of cells
85073020	NAR	number of items
85073080	NCL	number of cells
85074000	NAR	number of items
85075000	NAR	number of items
85076000	NAR	number of items
85078000	NAR	number of items
85081100	NAR	number of items
85081900	NAR	number of items
85086000	NAR	number of items
85094000	NAR	number of items
85101000	NAR	number of items
85102000	NAR	number of items
85103000	NAR	number of items
85123010	NAR	number of items
85141010	NAR	number of items
85141080	NAR	number of items
85142010	NAR	number of items
85142080	NAR	number of items
85143020	NAR	number of items
85143080	NAR	number of items
85144000	NAR	number of items
85158010	NAR	number of items
85158090	NAR	number of items
85161011	NAR	number of items
85161080	NAR	number of items
85162100	NAR	number of items
85162910	NAR	number of items
85162950	NAR	number of items
85162991	NAR	number of items
85162999	NAR	number of items
85163100	NAR	number of items
85163300	NAR	number of items
85164000	NAR	number of items
85165000	NAR	number of items
85166010	NAR	number of items
85166050	NAR	number of items
85166070	NAR	number of items
85166080	NAR	number of items
85166090	NAR	number of items
85167100	NAR	number of items
85167200	NAR	number of items
85167920	NAR	number of items
85167970	NAR	number of items
85171100	NAR	number of items
85171200	NAR	number of items
85176100	NAR	number of items
85176910	NAR	number of items
85176930	NAR	number of items
85182100	NAR	number of items
85182200	NAR	number of items
85182900	NAR	number of items
85184000	NAR	number of items
85185000	NAR	number of items
85192010	NAR	number of items
85192091	NAR	number of items
85192099	NAR	number of items
85193000	NAR	number of items
85195000	NAR	number of items
85198100	NAR	number of items
85198900	NAR	number of items
85211020	NAR	number of items
85211095	NAR	number of items
85219000	NAR	number of items
85232100	NAR	number of items
85232915	NAR	number of items
85232919	NAR	number of items
85234110	NAR	number of items
85234130	NAR	number of items
85234910	NAR	number of items
85234920	NAR	number of items
85234990	NAR	number of items
85235110	NAR	number of items
85235190	NAR	number of items
85235200	NAR	number of items
85235910	NAR	number of items
85235990	NAR	number of items
85255000	NAR	number of items
85256000	NAR	number of items
85258011	NAR	number of items
85258019	NAR	number of items
85258030	NAR	number of items
85258091	NAR	number of items
85258099	NAR	number of items
85269120	NAR	number of items
85271200	NAR	number of items
85271300	NAR	number of items
85271900	NAR	number of items
85272120	NAR	number of items
85272152	NAR	number of items
85272159	NAR	number of items
85272170	NAR	number of items
85272192	NAR	number of items
85272198	NAR	number of items
85272900	NAR	number of items
85279100	NAR	number of items
85279200	NAR	number of items
